0.000	35.982
0.879	36.111
1.041	36.101
1.203	36.101
1.365	36.111
1.609	36.114
1.837	36.114
2.089	36.121
2.326	36.114
2.566	36.114
2.806	36.131
3.046	36.128
3.283	36.131
3.523	36.134
3.762	36.134
4.001	36.141
4.239	36.151
4.479	36.158
4.704	36.168
4.958	36.171
5.196	36.175
5.436	36.181
5.675	36.185
5.914	36.181
6.152	36.181
6.392	36.185
6.633	36.181
6.871	36.188
7.109	36.195
7.349	36.201
7.589	36.208
7.826	36.201
8.066	36.205
8.307	36.208
8.546	36.211
8.783	36.221
9.023	36.221
9.263	36.218
9.502	36.228
9.739	36.225
9.980	36.225
10.220	36.231
10.459	36.231
10.688	36.238
10.936	36.238
11.176	36.242
11.416	36.248
11.642	36.268
11.893	36.258
12.132	36.245
12.372	36.258
12.609	36.265
12.849	36.268
13.090	36.272
13.329	36.268
13.567	36.268
13.806	36.275
14.046	36.282
14.284	36.288
14.523	36.288
14.762	36.282
15.003	36.285
15.241	36.285
15.480	36.282
15.705	36.288
15.959	36.305
16.197	36.302
16.437	36.302
16.676	36.305
16.916	36.298
17.151	36.298
17.393	36.305
17.632	36.312
17.872	36.312
18.110	36.315
18.350	36.322
18.589	36.318
18.829	36.305
19.067	36.302
19.306	36.308
19.546	36.308
19.786	36.312
20.024	36.318
20.263	36.325
20.503	36.328
20.741	36.335
20.980	36.339
21.219	36.332
21.460	36.332
21.687	36.332
21.937	36.335
22.176	36.332
22.416	36.322
22.642	36.322
22.893	36.328
23.133	36.335
23.373	36.335
23.611	36.335
23.850	36.332
24.089	36.328
24.319	36.325
24.567	36.325
24.807	36.328
25.046	36.332
25.286	36.335
25.525	36.339
25.763	36.335
26.002	36.335
26.242	36.345
26.482	36.349
26.705	36.349
26.959	36.355
27.199	36.362
27.437	36.365
27.676	36.372
27.916	36.375
28.156	36.375
28.394	36.382
28.633	36.379
28.872	36.382
29.112	36.392
29.350	36.399
29.589	36.399
29.830	36.399
30.069	36.412
30.307	36.422
30.546	36.419
30.786	36.425
31.025	36.425
31.263	36.429
31.487	36.432
31.742	36.446
31.983	36.456
32.220	36.449
32.459	36.449
32.688	36.442
32.939	36.442
33.176	36.442
33.416	36.442
33.642	36.449
33.896	36.446
34.133	36.439
34.372	36.446
34.606	36.442
34.852	36.446
35.090	36.459
35.329	36.459
35.569	36.456
35.808	36.452
36.046	36.459
36.285	36.472
36.526	36.472
36.765	36.469
37.003	36.469
37.243	36.469
37.483	36.469
37.704	36.469
37.959	36.472
38.200	36.472
38.440	36.472
38.677	36.476
38.916	36.482
39.156	36.486
39.396	36.489
39.633	36.486
39.873	36.489
40.112	36.496
40.353	36.492
40.590	36.499
40.829	36.499
41.069	36.502
41.309	36.519
41.547	36.516
41.774	36.509
42.026	36.516
42.266	36.516
42.503	36.516
42.742	36.519
42.983	36.522
43.223	36.526
43.460	36.529
43.688	36.529
43.940	36.543
44.178	36.546
44.416	36.546
44.642	36.553
44.897	36.553
45.135	36.539
45.373	36.539
45.612	36.546
45.853	36.546
46.090	36.546
46.329	36.549
46.569	36.553
46.810	36.549
47.047	36.543
47.286	36.546
47.526	36.553
47.765	36.546
48.003	36.539
48.242	36.536
48.483	36.543
48.723	36.546
48.960	36.546
49.199	36.546
49.440	36.556
49.678	36.563
49.917	36.556
50.156	36.559
50.397	36.556
50.636	36.549
50.873	36.543
51.112	36.536
51.353	36.543
51.593	36.549
51.830	36.549
52.069	36.546
52.310	36.546
52.549	36.543
52.786	36.539
53.025	36.543
53.267	36.539
53.505	36.536
53.743	36.539
53.983	36.539
54.223	36.543
54.461	36.543
54.688	36.546
54.940	36.549
55.180	36.549
55.418	36.549
55.642	36.556
55.896	36.546
56.136	36.543
56.373	36.546
56.613	36.543
56.853	36.543
57.088	36.543
57.330	36.546
57.569	36.546
57.809	36.549
58.049	36.549
58.287	36.553
58.526	36.556
58.765	36.559
59.006	36.559
59.243	36.563
59.483	36.566
59.723	36.559
59.962	36.559
60.200	36.559
60.440	36.556
60.680	36.553
60.919	36.556
61.156	36.559
61.396	36.559
61.637	36.559
61.876	36.559
62.113	36.563
62.353	36.573
62.593	36.576
62.831	36.579
63.069	36.576
63.310	36.579
63.550	36.579
63.788	36.586
64.026	36.589
64.256	36.586
64.506	36.589
64.743	36.596
64.983	36.596
65.223	36.589
65.463	36.586
65.688	36.583
65.940	36.589
66.180	36.583
66.419	36.569
66.642	36.576
66.897	36.563
67.137	36.553
67.374	36.566
67.613	36.563
67.853	36.549
68.093	36.549
68.332	36.549
68.570	36.549
68.810	36.546
69.049	36.549
69.289	36.556
69.526	36.563
69.766	36.563
70.005	36.563
70.246	36.566
70.483	36.566
70.722	36.579
70.963	36.586
71.202	36.586
71.424	36.583
71.679	36.586
71.920	36.593
72.159	36.596
72.397	36.599
72.636	36.603
72.876	36.606
73.114	36.609
73.353	36.613
73.593	36.609
73.833	36.613
74.071	36.619
74.310	36.616
74.542	36.685
74.789	36.626
75.026	36.623
75.267	36.623
75.506	36.616
75.745	36.629
75.983	36.636
76.223	36.698
76.463	36.646
76.687	36.646
76.941	36.711
77.180	36.653
77.420	36.653
77.659	36.721
77.897	36.663
78.136	36.670
78.376	36.735
78.615	36.670
78.854	36.670
79.093	36.670
79.333	36.673
79.572	36.676
79.810	36.666
80.049	36.725
80.289	36.660
80.529	36.653
80.767	36.715
81.006	36.656
81.246	36.649
81.484	36.646
81.710	36.639
81.962	36.629
82.203	36.688
82.442	36.626
82.680	36.629
82.919	36.626
83.159	36.623
83.398	36.623
83.636	36.688
83.876	36.685
84.116	36.626
84.355	36.691
84.593	36.633
84.832	36.626
85.072	36.685
85.310	36.626
85.550	36.678
85.790	36.619
86.029	36.681
86.267	36.675
86.506	36.616
86.745	36.623
86.985	36.619
87.224	36.609
87.463	36.609
87.688	36.668
87.942	36.609
88.180	36.671
88.419	36.613
88.659	36.613
88.899	36.675
89.137	36.675
89.376	36.609
89.616	36.606
89.856	36.609
90.093	36.613
90.332	36.616
90.572	36.675
90.813	36.658
91.050	36.596
91.289	36.661
91.529	36.599
91.768	36.589
92.006	36.579
92.245	36.641
92.486	36.648
92.725	36.579
92.963	36.641
93.202	36.634
93.442	36.569
93.680	36.631
93.919	36.556
94.159	36.559
94.400	36.566
94.637	36.618
94.876	36.614
95.116	36.611
95.356	36.601
95.593	36.594
95.833	36.584
96.073	36.526
96.313	36.588
96.550	36.509
96.789	36.571
97.025	36.558
97.269	36.544
97.507	36.482
97.745	36.551
97.985	36.541
98.226	36.524
98.463	36.521
98.688	36.517
98.942	36.511
99.183	36.491
99.420	36.487
99.659	36.471
99.900	36.454
100.139	36.457
100.376	36.454
100.615	36.441
100.857	36.441
101.095	36.437
101.333	36.362
101.572	36.352
101.813	36.400
102.051	36.407
102.289	36.430
102.529	36.464
102.769	36.487
103.008	36.507
103.246	36.531
103.485	36.554
103.726	36.581
103.963	36.611
104.192	36.641
104.442	36.678
104.682	36.721
104.920	36.771
105.159	36.818
105.400	36.868
105.639	36.918
105.877	36.975
106.116	37.039
106.357	37.020
106.596	37.136
106.833	37.179
107.072	37.226
107.311	37.279
107.553	37.333
107.790	37.389
108.029	37.436
108.270	37.486
108.509	37.546
108.746	37.603
108.985	37.643
109.227	37.690
109.466	37.736
109.688	37.776
109.942	37.820
110.183	37.863
110.421	37.906
110.659	37.950
110.900	38.000
111.140	38.036
111.360	38.070
111.616	38.106
111.856	38.143
112.096	38.183
112.334	38.220
112.573	38.263
112.813	38.296
113.053	38.330
113.291	38.366
113.529	38.393
113.769	38.429
114.009	38.473
114.247	38.509
114.479	38.549
114.726	38.593
114.966	38.623
115.203	38.656
115.442	38.689
115.682	38.722
115.923	38.749
116.160	38.772
116.400	38.802
116.640	38.826
116.879	38.852
117.116	38.889
117.356	38.915
117.597	38.942
117.836	38.965
118.073	38.985
118.313	39.019
118.553	39.045
118.792	39.065
119.029	39.088
119.270	39.115
119.510	39.142
119.748	39.168
119.986	39.195
120.226	39.208
120.466	39.235
120.688	39.251
120.943	39.275
121.183	39.298
121.423	39.318
121.642	39.345
121.900	39.364
122.139	39.378
122.379	39.398
122.618	39.428
122.857	39.458
123.096	39.477
123.336	39.497
123.574	39.514
123.813	39.541
124.053	39.564
124.293	39.581
124.530	39.604
124.770	39.627
125.010	39.644
125.249	39.657
125.486	39.674
125.726	39.687
125.966	39.700
126.206	39.713
126.443	39.730
126.683	39.737
126.922	39.753
127.162	39.777
127.400	39.790
127.639	39.793
127.880	39.810
128.119	39.823
128.357	39.830
128.596	39.830
128.836	39.840
129.075	39.856
129.313	39.866
129.553	39.873
129.793	39.886
130.032	39.896
130.270	39.899
130.509	39.909
130.749	39.929
130.987	39.939
131.227	39.936
131.466	39.943
131.705	39.956
131.944	39.969
132.183	39.979
132.422	39.986
132.659	39.986
132.901	39.989
133.140	39.992
133.379	39.999
133.619	40.006
133.857	40.012
134.096	40.012
134.336	40.012
134.576	40.016
134.814	40.019
135.053	40.009
135.293	39.999
135.532	40.002
135.770	40.002
136.009	40.002
136.250	40.006
136.489	39.999
136.727	39.996
136.961	39.989
137.206	39.999
137.445	40.002
137.683	40.002
137.923	40.009
138.162	40.019
138.401	40.036
138.640	40.045
138.879	40.052
139.119	40.059
139.358	40.062
139.597	40.069
139.836	40.079
140.076	40.072
140.315	40.079
140.553	40.089
140.792	40.085
141.032	40.089
141.272	40.092
141.510	40.095
141.748	40.099
141.989	40.099
142.227	40.095
142.466	40.095
142.705	40.105
142.946	40.102
143.184	40.099
143.423	40.099
143.659	40.105
143.902	40.115
144.129	40.112
144.379	40.105
144.620	40.112
144.859	40.122
145.097	40.125
145.336	40.122
145.576	40.122
145.816	40.125
146.053	40.128
146.292	40.135
146.533	40.148
146.772	40.145
147.010	40.152
147.247	40.158
147.489	40.158
147.728	40.162
147.966	40.165
148.206	40.172
148.446	40.175
148.685	40.178
148.923	40.178
149.162	40.188
149.402	40.188
149.641	40.192
149.880	40.205
150.119	40.211
150.358	40.208
150.598	40.201
150.836	40.208
151.075	40.215
151.316	40.211
151.555	40.215
151.793	40.225
152.032	40.241
152.273	40.251
152.510	40.251
152.749	40.248
152.989	40.265
153.230	40.271
153.467	40.271
153.704	40.278
153.946	40.281
154.186	40.291
154.415	40.294
154.659	40.298
154.903	40.304
155.143	40.294
155.380	40.301
155.619	40.314
155.858	40.318
156.099	40.328
156.336	40.334
156.576	40.324
156.817	40.338
157.056	40.357
157.293	40.361
157.532	40.361
157.773	40.361
158.012	40.354
158.250	40.364
158.489	40.367
158.729	40.377
158.969	40.387
159.206	40.394
159.445	40.401
159.685	40.397
159.924	40.394
160.163	40.401
160.402	40.407
160.642	40.407
160.881	40.411
161.119	40.411
161.358	40.417
161.583	40.411
161.837	40.407
162.076	40.411
162.316	40.411
162.556	40.417
162.793	40.424
163.032	40.430
163.273	40.437
163.513	40.437
163.750	40.434
163.989	40.444
164.230	40.450
164.469	40.444
164.704	40.444
164.945	40.444
165.187	40.440
165.426	40.454
165.659	40.460
165.902	40.464
166.143	40.467
166.382	40.467
166.619	40.474
166.859	40.477
167.100	40.484
167.339	40.484
167.576	40.484
167.816	40.484
168.056	40.490
168.294	40.490
168.533	40.493
168.772	40.500
169.013	40.503
169.251	40.503
169.489	40.507
169.729	40.503
169.969	40.507
170.208	40.507
170.446	40.513
170.686	40.520
170.926	40.530
171.164	40.537
171.402	40.537
171.642	40.533
171.882	40.540
172.120	40.547
172.359	40.550
172.599	40.553
172.839	40.556
173.076	40.560
173.316	40.560
173.555	40.563
173.796	40.566
174.033	40.573
174.273	40.566
174.513	40.563
174.751	40.576
174.989	40.583
175.229	40.583
175.470	40.586
175.705	40.586
175.946	40.590
176.186	40.593
176.426	40.590
176.659	40.596
176.898	40.596
177.143	40.603
177.383	40.606
177.622	40.606
177.859	40.603
178.099	40.610
178.339	40.613
178.577	40.606
178.817	40.606
179.056	40.600
179.296	40.590
179.534	40.590
179.773	40.593
180.012	40.590
180.252	40.593
180.491	40.606
180.729	40.610
180.969	40.613
181.209	40.613
181.446	40.613
181.686	40.616
181.926	40.616
182.166	40.626
182.403	40.629
182.642	40.629
182.883	40.633
183.122	40.629
183.359	40.623
183.599	40.623
183.840	40.619
184.067	40.619
184.317	40.616
184.556	40.619
184.795	40.616
185.035	40.606
185.273	40.603
185.513	40.603
185.752	40.606
185.992	40.616
186.230	40.619
186.469	40.613
186.705	40.619
186.948	40.629
187.184	40.623
187.426	40.619
187.659	40.633
187.904	40.646
188.143	40.636
188.382	40.636
188.622	40.653
188.861	40.669
189.100	40.669
189.339	40.669
189.579	40.682
189.817	40.689
190.056	40.692
190.295	40.699
190.536	40.709
190.774	40.709
191.013	40.709
191.253	40.719
191.492	40.729
191.730	40.729
191.969	40.736
192.210	40.745
192.449	40.800
192.687	40.732
192.926	40.739
193.166	40.739
193.405	40.742
193.642	40.759
193.883	40.762
194.123	40.755
194.352	40.759
194.600	40.759
194.839	40.769
195.079	40.779
195.318	40.782
195.557	40.785
195.796	40.785
196.035	40.795
196.275	40.805
196.513	40.808
196.752	40.815
196.992	40.815
197.233	40.818
197.470	40.822
197.705	40.808
197.949	40.808
198.188	40.818
198.426	40.822
198.659	40.825
198.906	40.818
199.145	40.805
199.383	40.792
199.622	40.782
199.862	40.772
200.100	40.817
200.339	40.732
200.579	40.716
200.819	40.706
201.057	40.676
201.296	40.653
201.521	40.633
201.775	40.593
202.013	40.573
202.253	40.547
202.493	40.510
202.732	40.480
202.970	40.447
203.209	40.417
203.449	40.387
203.688	40.354
203.927	40.318
204.166	40.288
204.406	40.258
204.642	40.215
204.883	40.175
205.122	40.132
205.362	40.092
205.603	40.055
205.840	40.026
206.079	39.999
206.319	39.966
206.558	39.929
206.796	39.889
207.035	39.853
207.276	39.826
207.515	39.855
207.753	39.767
207.992	39.733
208.233	39.758
208.471	39.660
208.704	39.624
208.949	39.597
209.190	39.571
209.428	39.602
209.659	39.514
209.905	39.552
210.146	39.461
210.383	39.434
210.623	39.408
210.862	39.378
211.103	39.341
211.340	39.308
211.579	39.343
211.819	39.245
212.059	39.205
212.297	39.178
212.536	39.148
212.775	39.187
213.016	39.157
213.253	39.072
213.492	39.039
213.733	39.012
213.973	39.044
214.210	39.017
214.449	38.935
214.688	38.906
214.929	38.872
215.166	38.849
215.405	38.829
215.642	38.806
215.886	38.782
216.123	38.762
216.362	38.804
216.603	38.777
216.835	38.767
217.079	38.693
217.319	38.734
217.560	38.707
217.798	38.619
218.036	38.668
218.275	38.648
218.516	38.628
218.754	38.556
218.993	38.539
219.233	38.513
219.473	38.554
219.704	38.534
219.949	38.459
220.190	38.453
220.429	38.439
220.659	38.484
220.906	38.409
221.147	38.464
221.386	38.386
221.623	38.434
221.862	38.353
222.103	38.333
222.343	38.320
222.580	38.365
222.819	38.355
223.060	38.263
